id,journal,year,issue,paper_name,paper_id
24,开放教育研究,2019,No.01,互联网视域下深度学习思维影响机制研究——基于信息素养的中介效应检验,JFJJ201901009
25,开放教育研究,2019,No.01,SPOC翻转课堂教学有效性的系统评价与元分析,JFJJ201901010
26,开放教育研究,2019,No.01,学科课程项目化:STEAM课程内容设计,JFJJ201901011
27,开放教育研究,2019,No.01,基于整体设计方法的整合型STEM教育项目设计研究,JFJJ201901012
28,开放教育研究,2019,No.01,成人高等教育与普通高等教育收入效应比较,JFJJ201901013
29,开放教育研究,2019,No.01,治校与治学,JFJJ201901014
30,开放教育研究,2019,No.01,美国教育传播与技术协会2019年夏季研讨会,JFJJ201901015
2,现代远程教育研究,2019,No.01,“信息技术时代的教育学理论重建”重要命题的反思与对话,XDYC201901002
3,现代远程教育研究,2019,No.01,“一带一路”沿线国家资历框架的发展现状和管理模式研究,XDYC201901003
4,现代远程教育研究,2019,No.01,改革开放40年我国教育技术国际交流发展脉络与前景展望,XDYC201901004
5,现代远程教育研究,2019,No.01,经验、教育与博物馆:走近杜威的博物馆教育思想,XDYC201901005
6,现代远程教育研究,2019,No.01,未来教育视域下教育评价的人文向度,XDYC201901006
7,现代远程教育研究,2019,No.01,学习习惯动力学研究范式及其创新价值,XDYC201901007
8,现代远程教育研究,2019,No.01,远程教育经济学关键议题与未来关注重点,XDYC201901008
9,现代远程教育研究,2019,No.01,终身教育百年:从终身教育到终身学习,XDYC201901009
10,现代远程教育研究,2019,No.01,数字故事的教学实践:中芬教师比较研究,XDYC201901010
11,现代远程教育研究,2019,No.01,反思影响深度学习的实证研究——兼论人类深度学习对机器深度学习的启示,XDYC201901011
12,现代远程教育研究,2019,No.01,慕课学位项目的基本特征及价值分析,XDYC201901012
13,现代远程教育研究,2019,No.01,群体感知视角下学习分析工具对协作学习表现的影响,XDYC201901013
14,现代远程教育研究,2019,No.01,主编寄语,XDYC201901001
15,现代远程教育研究,2019,No.01,中国人民大学書報资料中心2018年度转载名目,XDYC201901014
1,现代教育技术,2019,No.03,关于召开2019年中国教育技术协会年会的通知,XJJS201903001
2,现代教育技术,2019,No.03,英国高校物理学习空间中技术应用案例分析,XJJS201903002
3,现代教育技术,2019,No.03,国际比较视野下的人工智能教育应用政策,XJJS201903003
4,现代教育技术,2019,No.03,智慧课堂的发展、平台架构与应用设计——从智慧课堂1.0到智慧课堂3.0,XJJS201903004
5,现代教育技术,2019,No.03,致力于知识迁移的深度学习探究,XJJS201903005
6,现代教育技术,2019,No.03,学生发展核心素养视角下智慧教育的建设方向,XJJS201903006
7,现代教育技术,2019,No.03,中小学教师应用教学类APP的需求分析,XJJS201903007
8,现代教育技术,2019,No.03,翻转课堂中促进深度学习的教育内容策展模式,XJJS201903008
9,现代教育技术,2019,No.03,基于组织行为学理论的混合教学模式改革——以贵州理工学院为例,XJJS201903009
10,现代教育技术,2019,No.03,网络学习环境使用时长与中小学生身体健康的关系探究,XJJS201903010
11,现代教育技术,2019,No.03,中小学教师ICT能力标准的制定与实施——基于五个发达国家的异同比较,XJJS201903011
12,现代教育技术,2019,No.03,教师整合技术教学中的学用脱节问题解析——基于新手型教师的个案研究,XJJS201903012
13,现代教育技术,2019,No.03,基于雨课堂的通用英语设计学习模式研究——兼论多元读写能力的培养,XJJS201903013
14,现代教育技术,2019,No.03,大学英语口头报告混合教学模式的设计与实践,XJJS201903014
15,现代教育技术,2019,No.03,高校教师MOOC采纳行为的影响因素分析——基于P大学的跨案例研究,XJJS201903015
16,现代教育技术,2019,No.03,面向高阶思维能力培养的直播教学策略,XJJS201903016
17,现代教育技术,2019,No.03,虚拟场景线上课程的制作、应用与努力方向,XJJS201903017
18,现代教育技术,2019,No.03,创客教育生态系统特征研究,XJJS201903018
19,现代教育技术,2019,No.03,指向计算思维能力培养的儿童编程游戏设计,XJJS201903019
20,现代教育技术,2019,No.02,中共中央、国务院印发《中国教育现代化2035》,XJJS201902001
21,现代教育技术,2019,No.02,教育游戏发展研讨暨《中国教育游戏发展报告(2018)》发布会举行,XJJS201902005
22,现代教育技术,2019,No.02,大数据时代教育大数据治理架构与关键领域——以美国肯塔基州、华盛顿州与马里兰州为例,XJJS201902002
23,现代教育技术,2019,No.02,教育人工智能的发展态势与未来发展机制,XJJS201902003
24,现代教育技术,2019,No.02,国外智慧校园建设的最新发展及启示,XJJS201902004
25,现代教育技术,2019,No.02,国内外人工智能在基础教育中应用的研究综述,XJJS201902006
26,现代教育技术,2019,No.02,移动终端进课堂:价值、挑战与应对策略,XJJS201902007
27,现代教育技术,2019,No.02,虚拟现实学习环境的作用、挑战以及应对策略,XJJS201902008
28,现代教育技术,2019,No.02,学生高阶思维在翻转课堂的课堂互动中的发生路径,XJJS201902009
29,现代教育技术,2019,No.02,问题解决类微课的教学有效性实验研究,XJJS201902010
30,现代教育技术,2019,No.02,小学生网络协同阅读中批注行为的特征分析——基于学习发生过程的视角,XJJS201902011
31,现代教育技术,2019,No.02,作文自动批改系统辅助大学英语写作慕课的交互式教学模式研究,XJJS201902012
32,现代教育技术,2019,No.02,小学生二语认知模式发现及认知能力提升研究,XJJS201902013
33,现代教育技术,2019,No.02,直播技术在高校混合式教学中的新应用——基于香港大学同步混合教学模式的行动研究,XJJS201902014
34,现代教育技术,2019,No.02,可持续发展视野下大学慕课商业化运作的整体性分析,XJJS201902015
35,现代教育技术,2019,No.02,在线课程论坛教师互动问题设计的分类及有效性研究,XJJS201902016
36,现代教育技术,2019,No.02,小学数学课堂学习中技术效应的实证研究——基于学业情绪中介的视角,XJJS201902017
37,现代教育技术,2019,No.02,黑龙江省教育云的建设与应用,XJJS201902018
38,现代教育技术,2019,No.02,基于COOC平台的创客教育模式构建与应用,XJJS201902019
39,现代教育技术,2019,No.02,基于工程设计的高中STEM课程设计与实践——以“建筑结构设计”课程为例,XJJS201902020
40,现代教育技术,2019,No.01,教育部办公厅关于严禁有害APP进入中小学校园的通知,XJJS201901001
41,现代教育技术,2019,No.01,美国STEM教育研究30年:历程、特点与启示,XJJS201901002
42,现代教育技术,2019,No.01,人工智能教育应用研究综述,XJJS201901003
43,现代教育技术,2019,No.01,智慧校园建设研究综述,XJJS201901004
44,现代教育技术,2019,No.01,佩珀特建造主义探究——通过建造理解一切,XJJS201901005
45,现代教育技术,2019,No.01,大数据驱动的精准教学:操作框架与实施路径,XJJS201901006
46,现代教育技术,2019,No.01,基于适应性学习支持系统的作业内涵与设计,XJJS201901007
47,现代教育技术,2019,No.01,智慧教室环境下的高校师生互动行为分析,XJJS201901008
48,现代教育技术,2019,No.01,工作记忆容量对软件操作技能教学视频自主学习效果和认知负荷的影响研究,XJJS201901009
49,现代教育技术,2019,No.01,基于学生自建微课平台的混合式教学探究——以“设计思维与创新”课程为例,XJJS201901010
50,现代教育技术,2019,No.01,基于大数据的生本学习作用模型的构建与应用,XJJS201901011
51,现代教育技术,2019,No.01,基于群体感知的CSCL学习分析工具功能研究,XJJS201901012
52,现代教育技术,2019,No.01,云环境下教师学习共同体的隐私保护——基于ORAM与群签名的融合技术,XJJS201901013
53,现代教育技术,2019,No.01,基于xAPI的数字化学习过程数据跟踪,XJJS201901014
54,现代教育技术,2019,No.01,元认知与探究社区模型的关系分析,XJJS201901015
55,现代教育技术,2019,No.01,学习风格用户模型分类及其自适应策略,XJJS201901016
56,现代教育技术,2019,No.01,混合式教学满意度影响因素研究,XJJS201901017
57,现代教育技术,2019,No.01,STEM教育背景下学生问题解决能力的培养,XJJS201901018
58,现代教育技术,2019,No.01,加拿大产教融合的创新人才培养研究,XJJS201901019
2,中国电化教育,2019,No.03,工业革命4.0背景下的智慧教育新格局,ZDJY201903001
3,中国电化教育,2019,No.03,聚焦核心素养 创造幸福生活——OECD学习框架2030研究述要,ZDJY201903002
4,中国电化教育,2019,No.03,高中信息技术必修课实验与实验室建设探索,ZDJY201903003
5,中国电化教育,2019,No.03,创客教育融入学科课程:一种实践路径的设计研究,ZDJY201903004
6,中国电化教育,2019,No.03,中美高等教育学习生态系统比较研究,ZDJY201903005
7,中国电化教育,2019,No.03,信息技术融入课堂的教师教学转型发展研究,ZDJY201903006
8,中国电化教育,2019,No.03,基于学习分析的在线学业成就影响因素研究,ZDJY201903007
9,中国电化教育,2019,No.03,基于思维导图的情感效用阅读实证研究,ZDJY201903008
10,中国电化教育,2019,No.03,基于学生核心素养发展的馆校合作策略研究,ZDJY201903009
11,中国电化教育,2019,No.03,教育类UGC质量满意度影响因素实证研究——基于扩展的ACSI模型,ZDJY201903010
12,中国电化教育,2019,No.03,新一代智慧课堂:概念、平台及体系架构,ZDJY201903011
13,中国电化教育,2019,No.03,信息技术支持的生态化“物理—虚拟—资源”学习环境设计,ZDJY201903012
14,中国电化教育,2019,No.03,在线知识社群中的意见领袖识别模型研究,ZDJY201903013
15,中国电化教育,2019,No.03,在线学习平台视频教学交互环境现状与未来发展,ZDJY201903014
16,中国电化教育,2019,No.03,智能化学习环境下资源推荐的影响因素及权重的探索,ZDJY201903015
17,中国电化教育,2019,No.03,一流本科教育:迈向人工智能时代的变革,ZDJY201903016
18,中国电化教育,2019,No.03,知识生产视角下大学生群体数字鸿沟的影响因素研究——基于全国29个省市大学生的实证调查,ZDJY201903017
19,中国电化教育,2019,No.02,新兴技术助力教育生态重构,ZDJY201902001
20,中国电化教育,2019,No.02,极简教育技术在基础教育领域的兴起,ZDJY201902002
21,中国电化教育,2019,No.02,人工智能时代MOOC将如何发展:机遇与挑战——与Curtis Bonk教授和Paul Kim教授的对话,ZDJY201902003
22,中国电化教育,2019,No.02,人工智能时代的智慧学习:原理、进展与趋势,ZDJY201902004
23,中国电化教育,2019,No.02,智慧教室环境下数据启发的教学决策研究,ZDJY201902005
24,中国电化教育,2019,No.02,机器人可以教知识无法培育价值观吗,ZDJY201902006
25,中国电化教育,2019,No.02,“互联网+”时代系统视角下乡村教师精准扶智机制与路径研究,ZDJY201902007
26,中国电化教育,2019,No.02,智慧学习环境下高校教师胜任力模型构建的实证研究,ZDJY201902008
27,中国电化教育,2019,No.02,“学习-研究-生涯发展”导向下的初中STEAM教育课程设计研究,ZDJY201902009
28,中国电化教育,2019,No.02,职前小学教师数学素养认识的质性研究,ZDJY201902010
29,中国电化教育,2019,No.02,“互联网+”背景下教学模式创新研究——以钢琴集体课为例,ZDJY201902011
30,中国电化教育,2019,No.02,优秀的慕课学习者如何学习——慕课学习行为模式挖掘,ZDJY201902012
31,中国电化教育,2019,No.02,在线协作学习中学习分析工具对教师干预的影响研究,ZDJY201902013
32,中国电化教育,2019,No.02,基于游戏教学的分层数据挖掘方法研究与应用,ZDJY201902014
33,中国电化教育,2019,No.02,学习云空间支持的大学生全球素养教育模式研究——基于广东省四所高校的调查,ZDJY201902015
34,中国电化教育,2019,No.02,基于需求管理的远程学习支持服务优化策略,ZDJY201902016
35,中国电化教育,2019,No.02,基于大数据的高校图书馆知识创新服务研究,ZDJY201902017
36,中国电化教育,2019,No.02,教育网络舆情影响因子及其引导策略研究,ZDJY201902018
37,中国电化教育,2019,No.02,面向开放教育的混合式教学模式及效果评估指标研究,ZDJY201902019
38,中国电化教育,2019,No.01,作为形成更高水平人才培养体系必由之路的教育信息化——全国教育大会与教育信息化笔谈之一,ZDJY201901001
39,中国电化教育,2019,No.01,作为构建新时代“全面培养的教育体系”必由之路的教育信息化——全国教育大会与教育信息化笔谈之二,ZDJY201901002
40,中国电化教育,2019,No.01,作为深化教育体制机制改革必由之路的教育信息化——全国教育大会与教育信息化笔谈之三,ZDJY201901003
41,中国电化教育,2019,No.01,编者按,ZDJY201901004
42,中国电化教育,2019,No.01,区域性教育大数据总体架构与应用模型,ZDJY201901005
43,中国电化教育,2019,No.01,学科能力发展评学教系统的建设与应用模式研究,ZDJY201901006
44,中国电化教育,2019,No.01,基于网络平台的语文关键能力评价与教学改进研究:理念与路径,ZDJY201901007
45,中国电化教育,2019,No.01,基于“智慧学伴”的数学学科能力诊断及提升研究,ZDJY201901008
46,中国电化教育,2019,No.01,初中物理精准教学课堂的构建及实践,ZDJY201901009
47,中国电化教育,2019,No.01,基于“智慧学伴”的地理学科能力发展研究,ZDJY201901010
48,中国电化教育,2019,No.01,中学生物学科“智慧学伴”平台的构建及其应用,ZDJY201901011
49,中国电化教育,2019,No.01,“智慧学伴”促进初中历史精准教学的探索,ZDJY201901012
50,中国电化教育,2019,No.01,基于教育大数据的学习习惯动力学研究框架,ZDJY201901013
51,中国电化教育,2019,No.01,贯通教育与就业的学习设计探索——成功学习之道框架及其启示,ZDJY201901014
52,中国电化教育,2019,No.01,基于高中信息技术学科核心素养的学习活动设计,ZDJY201901015
53,中国电化教育,2019,No.01,学习科学视野下的数学教育游戏设计、开发与应用研究——以小学一年级数学“20以内数的认识和加减法”为例,ZDJY201901016
54,中国电化教育,2019,No.01,智慧教室环境下大学生课堂学习投入度及影响因素研究——以“教育技术学研究方法课”为例,ZDJY201901017
55,中国电化教育,2019,No.01,网络学习空间环境下学生学习发展分析——网络学习空间人人通促进教与学深度变革实践反思之五,ZDJY201901018
56,中国电化教育,2019,No.01,基于xAPI的在线学习者画像的构建与实证研究,ZDJY201901019
1,电化教育研究,2019,No.04,STEM教育跨学科学习活动5EX设计模型,DHJY201904001
2,电化教育研究,2019,No.04,“AI+教师”的协作路径发展分析,DHJY201904002
3,电化教育研究,2019,No.04,构建信息时代教育新模式,DHJY201904003
4,电化教育研究,2019,No.04,教育技术学的人性观研究,DHJY201904004
5,电化教育研究,2019,No.04,人工智能视阈下教育治理的技术功用与困境突破,DHJY201904005
6,电化教育研究,2019,No.04,如何理解MOOCs学习完成率——对MOOCs学习者留存问题研究的评析,DHJY201904006
7,电化教育研究,2019,No.04,移动互联网的大规模学习服务生态环境研究,DHJY201904007
8,电化教育研究,2019,No.04,智慧学习环境下基于知识建模图的在线教育资源众筹及其应用研究,DHJY201904008
9,电化教育研究,2019,No.04,基于移动增强现实的学龄前儿童教育游戏研究与设计,DHJY201904009
10,电化教育研究,2019,No.04,电子阅读对年幼儿童故事理解的影响——基于24篇论文的元分析,DHJY201904010
11,电化教育研究,2019,No.04,基于智慧课堂的学科教学模式创新与应用研究,DHJY201904011
12,电化教育研究,2019,No.04,同伴互评中评语类型对情绪体验的影响研究,DHJY201904012
13,电化教育研究,2019,No.04,沉浸式虚拟环境中的心流体验与移情效果研究,DHJY201904013
14,电化教育研究,2019,No.04,电子书包在初中物理分层教学中的应用研究,DHJY201904014
15,电化教育研究,2019,No.04,现代教育技术专业学位研究生培养与课程改革,DHJY201904015
16,电化教育研究,2019,No.04,基于图形化工具的编程教学促进初中生计算思维发展的实证研究,DHJY201904016
17,电化教育研究,2019,No.04,《改革开放以来中国电化教育(教育技术)第一故事》征稿启事,DHJY201904017
18,电化教育研究,2019,No.04,《留守儿童的思念》,DHJY201904018
19,电化教育研究,2019,No.04,欢迎订阅2019年电化教育研究,DHJY201904019
20,电化教育研究,2019,No.03,《电化教育研究》栏目介绍,DHJY201903001
21,电化教育研究,2019,No.03,欢迎订阅2019年电化教育研究,DHJY201903019
22,电化教育研究,2019,No.03,21世纪以来的新兴信息技术对教育深化改革的重大影响,DHJY201903002
23,电化教育研究,2019,No.03,扶志、扶智、扶学:信息化促进教育精准扶贫“三位一体”模式建构,DHJY201903003
24,电化教育研究,2019,No.03,教育技术领域中的游戏化:超越游戏的学习催化剂,DHJY201903004
25,电化教育研究,2019,No.03,STEAM教育视角下教育技术学人才培养的思考,DHJY201903005
26,电化教育研究,2019,No.03,设计思维:促进STEM教育与创客教育的深度融合,DHJY201903006
27,电化教育研究,2019,No.03,STEAM教师跨学科集成培养策略与螺旋式发展之路,DHJY201903007
28,电化教育研究,2019,No.03,基于SPOC混合式学习模式的学习支持服务构建研究,DHJY201903008
29,电化教育研究,2019,No.03,基于区间层次分析法和专家群决策的MOOC适切性评价,DHJY201903009
30,电化教育研究,2019,No.03,高校混合教学就绪指数构建与评估应用,DHJY201903010
31,电化教育研究,2019,No.03,基于场景感知的学习者建模研究,DHJY201903011
32,电化教育研究,2019,No.03,智慧教室环境下的课堂教学结构分析,DHJY201903012
33,电化教育研究,2019,No.03,基于课堂教学行为大数据的师徒制关系构造模型,DHJY201903013
34,电化教育研究,2019,No.03,智慧教室中的教学交互促进大学生深度学习研究,DHJY201903014
35,电化教育研究,2019,No.03,图示化解答数学问题的异质分析及其应用启示,DHJY201903015
36,电化教育研究,2019,No.03,中小学教师教学设计理论知识水平现状研究,DHJY201903016
37,电化教育研究,2019,No.03,幼儿园教师整合技术的领域教学知识(TPACK)调查研究,DHJY201903017
38,电化教育研究,2019,No.03,幼儿教师视域下的儿童研究,DHJY201903018
39,电化教育研究,2019,No.02,《电化教育研究》再次荣获“中国最具国际影响力学术期刊”、入选“世界学术影响力Q1期刊”,DHJY201902002
40,电化教育研究,2019,No.02,美国教育传播与技术协会2019年夏季研讨会会议通知,DHJY201902004
41,电化教育研究,2019,No.02,教育何以是大数据的,DHJY201902003
42,电化教育研究,2019,No.02,人机协同决策支持的个性化适性学习策略探析,DHJY201902005
43,电化教育研究,2019,No.02,知识建构学习社区中“观点改进”的发展轨迹研究,DHJY201902006
44,电化教育研究,2019,No.02,大数据助力新高考改革:框架设计与实施路径,DHJY201902007
45,电化教育研究,2019,No.02,教育信息化促进城乡教育均衡发展的国内研究综述,DHJY201902008
46,电化教育研究,2019,No.02,学习风格偏好影响移动学习态度和行为的实证研究——以“文学批评”课程为例,DHJY201902009
47,电化教育研究,2019,No.02,限制MOOC学习者自由对其持续学习意向的影响机制研究,DHJY201902010
48,电化教育研究,2019,No.02,数字化学习工具标准研究与框架设计,DHJY201902011
49,电化教育研究,2019,No.02,深度学习技术在教育大数据挖掘领域的应用分析,DHJY201902012
50,电化教育研究,2019,No.02,基础教育智慧学习空间建设的SWOT透视——以南京市江宁区为例,DHJY201902013
51,电化教育研究,2019,No.02,基于深度学习的学习者情感识别与应用,DHJY201902014
52,电化教育研究,2019,No.02,项目式学习的学习作用发生了吗?——基于46项实验与准实验研究的元分析,DHJY201902015
53,电化教育研究,2019,No.02,基于虚拟现实技术的语言学习生态模型研究,DHJY201902016
54,电化教育研究,2019,No.02,跨学科整合型STEM课程开发案例研究及启示——以美国火星教育项目STEM课程为例,DHJY201902017
55,电化教育研究,2019,No.02,教育大数据战略下美国州纵向数据系统建设与运用,DHJY201902018
56,电化教育研究,2019,No.02,《电化教育研究》被评定为“2018年度中国人文社会科学期刊AMI综合评价”A刊核心期刊,DHJY201902001
57,电化教育研究,2019,No.02,《减负——增添多元梦想》,DHJY201902019
58,电化教育研究,2019,No.01,中国教育技术协会期刊专业委员会关于联合抵制学术不端行为的声明,DHJY201901002
59,电化教育研究,2019,No.01,《电化教育研究》投稿须知,DHJY201901001
60,电化教育研究,2019,No.01,《电化教育研究》审稿流程及说明,DHJY201901018
61,电化教育研究,2019,No.01,欢迎订阅2019年电化教育研究,DHJY201901019
62,电化教育研究,2019,No.01,以指数思维引领智慧教育创新发展,DHJY201901003
63,电化教育研究,2019,No.01,大数据时代的教育计算实验研究,DHJY201901004
64,电化教育研究,2019,No.01,论具身学习及其设计:基于具身认知的视角,DHJY201901005
65,电化教育研究,2019,No.01,主辅式认知——智慧时代认知拓展研究,DHJY201901006
66,电化教育研究,2019,No.01,知识生产模式视野下的教育技术学发展路径,DHJY201901007
67,电化教育研究,2019,No.01,教育信息化标准研究综述,DHJY201901008
68,电化教育研究,2019,No.01,基于第五代移动通信技术的网络教育应用研究,DHJY201901009
69,电化教育研究,2019,No.01,基于虚拟现实技术的深度学习场域模型构建研究,DHJY201901010
70,电化教育研究,2019,No.01,信息化环境下中小学生综合素质评价指标体系构建,DHJY201901011
71,电化教育研究,2019,No.01,学习成果可测了吗:基于学习分析方法的认知分类有效性研究,DHJY201901012
72,电化教育研究,2019,No.01,基于社会互动理论的协作式在线课程中讨论设计及促进策略探讨,DHJY201901013
73,电化教育研究,2019,No.01,大数据知识发现的教师成长行为路径,DHJY201901014
74,电化教育研究,2019,No.01,智能教育时代下人机协同智能层级结构及教师职业形态新图景,DHJY201901015
75,电化教育研究,2019,No.01,实习教师在线协作反思中情感体验的特征研究,DHJY201901016
76,电化教育研究,2019,No.01,美国博伊西州立大学“电子档案袋”课程的设计、实施及启示,DHJY201901017
1,教育研究,2019,No.02,教案与学案,JFJJ201902001
2,教育研究,2019,No.02,STEM智能学习环境与认知科学研究——访美国范德堡大学彼斯沃思教授,JFJJ201902002
3,教育研究,2019,No.02,“AI好老师”智能育人助理系统关键技术,JFJJ201902003
4,教育研究,2019,No.02,国际儿童编程教育研究现状与行动路径,JFJJ201902004
5,教育研究,2019,No.02,培养卓越STEM教师:美国UTeach课程体系及启示,JFJJ201902005
6,教育研究,2019,No.02,SPOC学习者认知行为及序列模式的差异性分析,JFJJ201902006
7,教育研究,2019,No.02,支持个性化学习的行为大数据可视化研究,JFJJ201902007
8,教育研究,2019,No.02,MOOC学习投入度与学习坚持性关系研究,JFJJ201902008
9,教育研究,2019,No.02,大学生学习适应性:源于网络学习空间场域的追问,JFJJ201902009
10,教育研究,2019,No.02,“互联网+”教师培训NEI模式构建——基于扎根理论的研究,JFJJ201902010
11,教育研究,2019,No.02,基于教育设计研究的微认证体系构建——以教师信息技术应用能力为例,JFJJ201902011
12,教育研究,2019,No.02,基于学习分析技术的问题解决能力测评研究,JFJJ201902012
13,教育研究,2019,No.02,基于LSTM模型的学生反馈文本学业情绪识别方法,JFJJ201902013
14,教育研究,2019,No.02,课程与课堂,JFJJ201902014
15,教育研究,2019,No.02,走进学校3.0时代,JFJJ201902015
16,教育研究,2019,No.01,就会和应该,JFJJ201901001
17,教育研究,2019,No.01,如何使用数据:回归基于理解的深度学习和测评——访国际知名学习科学专家戴维·谢弗,JFJJ201901002
18,教育研究,2019,No.01,全球竞争力教育指标国际比较及政策建议——基于世界经济论坛《2018年全球竞争力报告》数据,JFJJ201901003
19,教育研究,2019,No.01,基于人工智能的育人助理系统——“AI好老师”的体系结构与功能,JFJJ201901004
20,教育研究,2019,No.01,21世纪的技能与元学习:学生应该学什么,JFJJ201901005
21,教育研究,2019,No.01,面向人工智能创客教育的国际考察和发展策略,JFJJ201901006
22,教育研究,2019,No.01,如何通过教学促进大学生主动学习?——美国大学STEM课堂教学评价系统PORTAAL研究及启示,JFJJ201901007
23,教育研究,2019,No.01,增强现实技术能促进学习吗?——基于2010-2018年国际英文期刊35项研究的元分析,JFJJ201901008
24,教育研究,2019,No.01,互联网视域下深度学习思维影响机制研究——基于信息素养的中介效应检验,JFJJ201901009
25,教育研究,2019,No.01,SPOC翻转课堂教学有效性的系统评价与元分析,JFJJ201901010
26,教育研究,2019,No.01,学科课程项目化:STEAM课程内容设计,JFJJ201901011
27,教育研究,2019,No.01,基于整体设计方法的整合型STEM教育项目设计研究,JFJJ201901012
28,教育研究,2019,No.01,成人高等教育与普通高等教育收入效应比较,JFJJ201901013
29,教育研究,2019,No.01,治校与治学,JFJJ201901014
30,教育研究,2019,No.01,美国教育传播与技术协会2019年夏季研讨会,JFJJ201901015
2,中国远程教育（综合版）,2019,No.03,人工智能教育应用的实然分析:教学自动化的方法与限度,DDJY201903002
3,中国远程教育（综合版）,2019,No.03,国际学习分析技术研究进展与趋势分析——基于2014年至2016年Journal of Learning Analytics论文分析,DDJY201903003
4,中国远程教育（综合版）,2019,No.03,计算机支持的协作学习的研究谱系与发展动态,DDJY201903004
5,中国远程教育（综合版）,2019,No.03,问题支架促进在线知识交互的途径假设与验证,DDJY201903005
6,中国远程教育（综合版）,2019,No.03,以问题解决为导向的微课知识地图构建研究,DDJY201903006
7,中国远程教育（综合版）,2019,No.03,比较视野下社区教育的均衡化发展,DDJY201903007
8,中国远程教育（综合版）,2019,No.03,慕课同心圈式发展:从高等教育破坏性创新向持续性创新模式的转变,DDJY201903008
9,中国远程教育（综合版）,2019,No.03,在线教师共同体模型及应用研究,DDJY201903009
10,中国远程教育（综合版）,2019,No.03,高校教师应用智慧教室实现教学转型的现状及建议,DDJY201903010
11,中国远程教育（综合版）,2019,No.03,远程开放教育面网结合泛在学习模式设计与应用,DDJY201903011
12,中国远程教育（综合版）,2019,No.03,中国远程教育,DDJY201903001
