id,journal,year,issue,paper_name,paper_id
50,电化教育研究,2018,No.10,面向智慧教育的教学大数据实践框架构建与趋势分析,DHJY201810005
51,电化教育研究,2018,No.10,人工智能与教育的融合研究:一种纲领性探索,DHJY201810006
52,电化教育研究,2018,No.10,美国在线高等教育成长轨迹及启示——基于产品生命周期视角,DHJY201810007
53,电化教育研究,2018,No.10,学习型社会与终身教育体系建设:信息化时代的省思,DHJY201810008
54,电化教育研究,2018,No.10,面向智慧教育的学习分析与智能导学研究——基于RSM的个性化学习资源推送方法,DHJY201810009
55,电化教育研究,2018,No.10,多知识点知识追踪模型与可视化研究,DHJY201810010
56,电化教育研究,2018,No.10,学习云空间中基于大数据分析的学情预测研究,DHJY201810011
57,电化教育研究,2018,No.10,网络学习空间教学应用方法与策略研究——网络学习空间人人通促进教与学深度变革实践反思之四,DHJY201810012
58,电化教育研究,2018,No.10,促进大学生批判性思维的在线活动设计研究及可视化分析,DHJY201810013
59,电化教育研究,2018,No.10,面向STEM教育的设计型学习研究:模式构建与案例分析,DHJY201810014
60,电化教育研究,2018,No.10,基于个体学习者模型构建的学习效果评估研究,DHJY201810015
61,电化教育研究,2018,No.10,基于STEM教育理念的教学活动设计与实证研究,DHJY201810016
62,电化教育研究,2018,No.10,教师数据素养评价指标体系研究,DHJY201810017
63,电化教育研究,2018,No.10,“TRACK”视野下教研员知识发展路径研究,DHJY201810018
64,电化教育研究,2018,No.10,农村薄弱校教师“创新教学模式”接受度比较研究——基于“技术—任务”拟合视角,DHJY201810019
65,电化教育研究,2018,No.10,哈佛大学MOOCs运行机制探析,DHJY201810020
66,电化教育研究,2018,No.09,第九届全球华人探究学习创新应用大会(GCCIL2018)在西北师范大学举行,DHJY201809002
67,电化教育研究,2018,No.09,"教育信息化2.0:智能教育启程,智慧教育领航",DHJY201809003
68,电化教育研究,2018,No.09,从“知识”到“思维”:教育技术学发展的学科转向,DHJY201809004
69,电化教育研究,2018,No.09,学习分析作为元认知反思支架的效能研究,DHJY201809005
70,电化教育研究,2018,No.09,作为一种学习方式存在的STEAM教育:路径何为,DHJY201809006
71,电化教育研究,2018,No.09,教育信息化2.0视域下的“互联网+教育”要素与功能研究,DHJY201809007
72,电化教育研究,2018,No.09,高等教育管理信息化国内外优秀案例研究,DHJY201809008
73,电化教育研究,2018,No.09,基于论坛文本的互动话语分析模式构建与实践,DHJY201809009
74,电化教育研究,2018,No.09,中小学生网络学习空间自主学习的中介效应分析,DHJY201809010
75,电化教育研究,2018,No.09,基于量规的同伴互评对在线学习认知、情感投入度及学习成效的影响研究,DHJY201809011
76,电化教育研究,2018,No.09,国内老年在线教育网站无障碍测评研究,DHJY201809012
77,电化教育研究,2018,No.09,一种整合创客和STEM的教学模型建构研究,DHJY201809013
78,电化教育研究,2018,No.09,中小学机器人教育的核心理论研究——论趣味交互型教学模式,DHJY201809014
79,电化教育研究,2018,No.09,游戏学习分析:教育游戏融入课堂教学的核心要素——国外游戏学习分析发微,DHJY201809015
80,电化教育研究,2018,No.09,实践、沉浸与协同:核心素养视域下的大学生创客社团建构,DHJY201809016
81,电化教育研究,2018,No.09,“互联网+”语境下的中小学书法教育,DHJY201809017
82,电化教育研究,2018,No.09,美国佛罗里达大学在线教育技术博士项目设计研究及启示,DHJY201809018
83,电化教育研究,2018,No.09,国际教育评价项目合作问题解决能力测评:指标框架、评价标准及技术分析,DHJY201809019
84,电化教育研究,2018,No.09,智能教育技术专业委员会首届学术年会(2018)邀请函,DHJY201809001
85,电化教育研究,2018,No.09,2018首届智能教育论坛在安徽泾县观塘举行,DHJY201809020
86,电化教育研究,2018,No.09,欢迎订阅2019年电化教育研究,DHJY201809021
87,电化教育研究,2018,No.08,中国教育技术协会信息技术教育专业委员会第十四届学术年会在江南大学举行,DHJY201808002
88,电化教育研究,2018,No.08,第17届教育技术国际论坛暨大数据与教育智能国际研讨会会议通知,DHJY201808001
89,电化教育研究,2018,No.08,关于举办2018年科大讯飞杯“iTeach”全国大学生数字化教育应用创新大赛的通知,DHJY201808022
90,电化教育研究,2018,No.08,欢迎订阅2019年电化教育研究,DHJY201808023
91,电化教育研究,2018,No.08,关于我国教育技术学研究现状和教育变革着力点的思考,DHJY201808003
92,电化教育研究,2018,No.08,教育信息化转段升级:动因、特征方向与本质内涵,DHJY201808004
93,电化教育研究,2018,No.08,AECT2017定义与评析——兼论AECT教育技术定义的历史演进,DHJY201808005
94,电化教育研究,2018,No.08,智慧学习环境下学校、家庭、场馆协同教育联动机制研究,DHJY201808006
95,电化教育研究,2018,No.08,《网络学习空间建设与应用指南》解读,DHJY201808007
96,电化教育研究,2018,No.08,改革开放四十年我国教育信息化政策特征与展望,DHJY201808008
97,电化教育研究,2018,No.08,我国职业教育信息化政策年鉴表的构建与反思,DHJY201808009
98,电化教育研究,2018,No.08,高校在线开放课程引入及教学质量认定现状调查研究,DHJY201808010
99,电化教育研究,2018,No.08,学习空间的变迁与学习范式的转型,DHJY201808011
100,电化教育研究,2018,No.08,“范式”融合视域下“FLTC”慕课开发模式建构,DHJY201808012
101,电化教育研究,2018,No.08,混合式学习环境下情绪分析应用与模型研究——基于元分析的视角,DHJY201808013
102,电化教育研究,2018,No.08,区块链技术在数字教育资源流通中的应用,DHJY201808014
103,电化教育研究,2018,No.08,基于二部图的学习资源混合推荐方法研究,DHJY201808015
104,电化教育研究,2018,No.08,课堂教学环境下学生学习兴趣智能化分析,DHJY201808016
105,电化教育研究,2018,No.08,基于电子书包的小学英语课堂师生互动分析——以“How are you?”单元为例,DHJY201808017
106,电化教育研究,2018,No.08,“互联网+”时代基于智慧生成的语文阅读学习研究,DHJY201808018
107,电化教育研究,2018,No.08,设计思维:数字时代教师教学能力发展的新生长点,DHJY201808019
108,电化教育研究,2018,No.08,从“教育创新”到“创新教育”——GCCCE2018暨李克东学术思想研讨会综述,DHJY201808020
109,电化教育研究,2018,No.08,iTeach 2017大赛作品分析兼教育技术专业人才培养建议,DHJY201808021
110,电化教育研究,2018,No.07,技术变革教育的思与行暨李克东教授学术思想研讨会在华南师范大学召开,DHJY201807002
111,电化教育研究,2018,No.07,第22届全球华人计算机教育应用大会(GCCCE2018)在华南师范大学顺利召开,DHJY201807001
112,电化教育研究,2018,No.07,联合国教科文组织亚太地区高等教育慕课研讨会成功召开,DHJY201807021
113,电化教育研究,2018,No.07,欢迎订阅2018年电化教育研究,DHJY201807022
114,电化教育研究,2018,No.07,人工智能助力教与学的创新——访美国教育传播与技术协会主席Eugene G.Kowch教授,DHJY201807003
115,电化教育研究,2018,No.07,多元智能视域中的人工智能技术发展及教育应用,DHJY201807004
116,电化教育研究,2018,No.07,具身认知的理论落地:技术支持下的情境交互,DHJY201807005
117,电化教育研究,2018,No.07,论教育技术学原理体系,DHJY201807006
118,电化教育研究,2018,No.07,基于网络教学平台的学习分析模型构建与应用,DHJY201807007
119,电化教育研究,2018,No.07,学习者在线学习水平的学习分析模型研究——临场感学习分析模型构建与方法探索,DHJY201807008
120,电化教育研究,2018,No.07,基于地图的教育大数据可视分析方法探讨,DHJY201807009
121,电化教育研究,2018,No.07,家庭群体的场馆学习研究:进展、挑战与出路,DHJY201807010
122,电化教育研究,2018,No.07,科学教育视域下增强现实技术教学应用的研究与展望,DHJY201807011
123,电化教育研究,2018,No.07,走向智慧时代的课堂变革,DHJY201807012
124,电化教育研究,2018,No.07,课堂教学中的“技术崇拜”:症候、成因与治理,DHJY201807013
125,电化教育研究,2018,No.07,促进初中生批判性思维发展的教学实证研究——基于学习活动设计视角,DHJY201807014
126,电化教育研究,2018,No.07,“走教”+“电教”:破解西部山区农村小学发展困境的有效途径,DHJY201807015
127,电化教育研究,2018,No.07,助学者支持与教师工作坊在线讨论深度关系研究——以信息技术应用能力提升工程教师工作坊为例,DHJY201807016
128,电化教育研究,2018,No.07,智慧教育背景下教师教学引导力的研究:以化学教师为例,DHJY201807017
129,电化教育研究,2018,No.07,基于知识建构的同伴互评教学实践研究,DHJY201807018
130,电化教育研究,2018,No.07,中学生多媒体浏览行为选择偏好及其教学价值——基于多媒体界面结构的眼动实验研究,DHJY201807019
131,电化教育研究,2018,No.07,教育信息化战略比较研究——基于美、英、澳、日、新五国的国际比较,DHJY201807020
132,电化教育研究,2018,No.06,加快融合创新发展 让教育信息化2.0变为现实——2018年全国教育信息化工作会议召开,DHJY201806002
133,电化教育研究,2018,No.06,论核心素养语境下教育目标分类体系的构建逻辑——源自对布鲁姆风格教育目标分类体系的拷问,DHJY201806003
134,电化教育研究,2018,No.06,基于学习体验视角的游戏化学习理论研究,DHJY201806004
135,电化教育研究,2018,No.06,大数据思维下教育发展机遇与挑战的再思考,DHJY201806005
136,电化教育研究,2018,No.06,走进新时代的中国教育信息化——《教育信息化2.0行动计划》解读之一,DHJY201806006
137,电化教育研究,2018,No.06,"加快推进2.0,打造教育信息化升级版——《教育信息化2.0行动计划》解读之二",DHJY201806007
138,电化教育研究,2018,No.06,走中国特色教育信息化发展之路——《教育信息化2.0行动计划》解读之三,DHJY201806008
139,电化教育研究,2018,No.06,探讨新时代教育信息化创新之路——第16届教育技术国际论坛综述,DHJY201806009
140,电化教育研究,2018,No.06,智慧课堂数据挖掘分析与应用实证研究,DHJY201806010
141,电化教育研究,2018,No.06,大数据和教育研究:认识论和方法论的思考,DHJY201806011
142,电化教育研究,2018,No.06,从表征到决策:教育大数据的价值透视,DHJY201806012
143,电化教育研究,2018,No.06,面向高等教育创新人才核心素养培养的慕课应用模式研究——基于中国24个地区1449份样本的调查分析,DHJY201806013
144,电化教育研究,2018,No.06,农村薄弱校教师“同步互动混合课堂”接受度的调查与分析,DHJY201806014
145,电化教育研究,2018,No.06,研讨型教室的黄金区域是如何形成的,DHJY201806015
146,电化教育研究,2018,No.06,智慧学习环境中的学习投入问题研究,DHJY201806016
147,电化教育研究,2018,No.06,教育APP开发模式演进及发展趋势分析,DHJY201806017
148,电化教育研究,2018,No.06,教育类APP评价的理论分析与实施开展,DHJY201806018
149,电化教育研究,2018,No.06,基础教育SPOC式翻转课堂应用路径在贫困地区的实践研究,DHJY201806019
150,电化教育研究,2018,No.06,基于学科本体的化学虚拟实验室模型构建研究,DHJY201806020
151,电化教育研究,2018,No.06,中小学信息化主管胜任特征模型构建研究,DHJY201806021
152,电化教育研究,2018,No.06,喜报,DHJY201806001
153,电化教育研究,2018,No.06,《中国基础教育大数据发展蓝皮书2016—2017》研究成果正式出版,DHJY201806022
154,电化教育研究,2018,No.06,欢迎订阅2018年电北教育研究,DHJY201806023
155,电化教育研究,2018,No.05,《2017年中国互联网学习白皮书》在京发布——引领和推进教育信息化2.0时代“信息化教育”实践,DHJY201805001
156,电化教育研究,2018,No.05,恒峰信息技术有限公司为南国农信息化教育发展基金捐赠仪式在西北师范大学举行,DHJY201805020
157,电化教育研究,2018,No.05,欢迎订阅2018年电化教育研究,DHJY201805021
158,电化教育研究,2018,No.05,“互联网+”教育精准帮扶的转移逻辑与价值选择——基于教育公平的视角,DHJY201805002
159,电化教育研究,2018,No.05,设计思维与学科融合的作用路径研究——基础教育中核心素养的培养方法,DHJY201805003
160,电化教育研究,2018,No.05,电子书包的学习作用发生了吗?——基于国内外39篇论文的元分析,DHJY201805004
161,电化教育研究,2018,No.05,基于情境感知的智慧课堂动态生成性数据采集方法与模型,DHJY201805005
162,电化教育研究,2018,No.05,大规模开放在线课程教师视频语言表达技巧影响因素研究,DHJY201805006
163,电化教育研究,2018,No.05,信息生态观视域下的未来课堂——概念内涵及教学体系构建,DHJY201805007
164,电化教育研究,2018,No.05,信息技术助力农村教学点课堂教学结构创新与均衡发展实践,DHJY201805008
165,电化教育研究,2018,No.05,学习分析视角下在线课程教学设计的反思——以北京开放大学学前教育专业“3～6岁儿童学习与发展”课程为例,DHJY201805009
166,电化教育研究,2018,No.05,在线开放课程发展的反思与创新路径,DHJY201805010
167,电化教育研究,2018,No.05,实践型慕课的视频组织方式对学习效果影响的实验研究,DHJY201805011
168,电化教育研究,2018,No.05,Cisco Packet Tracer支持下的创客教育——以“网络系统设计与集成”课程为例,DHJY201805012
169,电化教育研究,2018,No.05,学习分析促进学习的作用机制与内在逻辑,DHJY201805013
170,电化教育研究,2018,No.05,智慧教室环境下学生的探究参与度研究——以“食物在体内的旅行”为例,DHJY201805014
171,电化教育研究,2018,No.05,基于知识建构的数字化微格教学模式构建研究,DHJY201805015
172,电化教育研究,2018,No.05,翻转课堂教学对学生学习效果的影响研究——基于37个实验和准实验的元分析,DHJY201805016
173,电化教育研究,2018,No.05,中小学信息技术教育定位的嬗变,DHJY201805017
174,电化教育研究,2018,No.05,计算思维:信息技术学科核心素养培养的核心议题,DHJY201805018
175,电化教育研究,2018,No.05,中美两国中小学校长信息化领导力比较研究,DHJY201805019
176,电化教育研究,2018,No.04,第三届中美智慧教育大会在京举行,DHJY201804002
177,电化教育研究,2018,No.04,中国教育技术协会信息技术教育专业委员会第十四届学术年会即将召开,DHJY201804001
178,电化教育研究,2018,No.04,欢迎订阅2018年《现代远程教育研究》杂志,DHJY201804021
179,电化教育研究,2018,No.04,欢迎订阅2018年电化教育研究,DHJY201804022
180,电化教育研究,2018,No.04,技术是如何改变教育的?——兼论人工智能对教育的影响,DHJY201804003
181,电化教育研究,2018,No.04,教育信息化评估:研究、实践与反思,DHJY201804004
182,电化教育研究,2018,No.04,微课与慕课:基于信息技术的教育供给方式变革,DHJY201804005
183,电化教育研究,2018,No.04,促进理解的在线课程资源建构策略研究——基于哲学解释学的视角,DHJY201804006
184,电化教育研究,2018,No.04,基于xAPI的开放学习者行为分析模型研究,DHJY201804007
185,电化教育研究,2018,No.04,在线教育能促进教育公平吗?——基于网络公选课的实证研究,DHJY201804008
186,电化教育研究,2018,No.04,多学科资源工具研制与教学实践创新研究,DHJY201804009
187,电化教育研究,2018,No.04,泛在学习资源进化的动力模型构建,DHJY201804010
188,电化教育研究,2018,No.04,电子书包环境下的课堂学习活动分析,DHJY201804011
189,电化教育研究,2018,No.04,中小学机器人教育的核心理论研究——论发明创造型教学模式,DHJY201804012
190,电化教育研究,2018,No.04,协作学习活动的结构化设计框架,DHJY201804013
191,电化教育研究,2018,No.04,现代教育技术专业硕士知能课程体系构建研究,DHJY201804014
192,电化教育研究,2018,No.04,互联网时代乡村教师深度培训模式,DHJY201804015
193,电化教育研究,2018,No.04,不同教师群体教学行为的差异性研究,DHJY201804016
194,电化教育研究,2018,No.04,《2018中国职业教育技术展望:地平线项目报告》解读与启示,DHJY201804017
195,电化教育研究,2018,No.04,德国职业教育教学信息化发展对我国的启示,DHJY201804018
196,电化教育研究,2018,No.04,职业教育供给侧改革与信息化推进逻辑:共建·共享·共赢,DHJY201804019
197,电化教育研究,2018,No.04,基于自适应学习平台促进学生个性化学习的研究,DHJY201804020
198,电化教育研究,2018,No.03,第九届全球华人探究学习创新应用大会(GCCIL2018)邀请函,DHJY201803002
199,电化教育研究,2018,No.03,"2018,教育改革的十个关键词",DHJY201803001
200,电化教育研究,2018,No.03,第九届全球华人探究学习创新应用大会(GCCIL2018)征稿通知,DHJY201803023
201,电化教育研究,2018,No.03,协同教育研究引领教育发展进入新时代,DHJY201803003
202,电化教育研究,2018,No.03,共同体视域下的区域基础教育均衡发展模式研究,DHJY201803005
203,电化教育研究,2018,No.03,创造力发展:设计型学习的功能预见,DHJY201803006
204,电化教育研究,2018,No.03,均衡认知负荷的教学设计及知识呈现,DHJY201803007
205,电化教育研究,2018,No.03,高校教育信息化治理绩效评价研究,DHJY201803008
206,电化教育研究,2018,No.03,测评大数据支持下的学习反馈设计研究,DHJY201803009
207,电化教育研究,2018,No.03,有意义的大数据与教学优化改革,DHJY201803010
208,电化教育研究,2018,No.03,大数据时代中小学数据资产的建设与管理,DHJY201803011
209,电化教育研究,2018,No.03,在线教育自组织系统的科学原理与趋势分析,DHJY201803012
210,电化教育研究,2018,No.03,教师在线实践社区中的知识转移影响因素研究,DHJY201803013
211,电化教育研究,2018,No.03,数字教育资源的供给模式、分类框架及发展对策,DHJY201803014
212,电化教育研究,2018,No.03,基于沉浸式虚拟现实系统的学习评价指标体系设计,DHJY201803015
213,电化教育研究,2018,No.03,多屏多点触控教学系统支撑下教学创新与变革,DHJY201803016
214,电化教育研究,2018,No.03,信息抽取技术在移动学习资源建设中的应用研究,DHJY201803017
215,电化教育研究,2018,No.03,不同在线协同评价方式对学生概念知识表征的影响研究,DHJY201803018
216,电化教育研究,2018,No.03,数据驱动下的学习支持设计与实践,DHJY201803019
217,电化教育研究,2018,No.03,信息技术如何影响数学学习——基于对42位数学教师发展指导者的访谈,DHJY201803020
218,电化教育研究,2018,No.03,智慧教室环境中的课堂互动教学现状分析——基于小学数学课堂教学个案的研究,DHJY201803021
219,电化教育研究,2018,No.03,数字板书对学生学科领域知识学习的影响研究,DHJY201803022
220,电化教育研究,2018,No.03,欢迎订阅2018年《电化教育研究》,DHJY201803004
221,电化教育研究,2018,No.02,"智慧无界,赢领未来——第三届中美智慧教育大会即将开幕",DHJY201802002
222,电化教育研究,2018,No.02,2017年国内十大新闻,DHJY201802001
223,电化教育研究,2018,No.02,2017年全国十大教育新闻,DHJY201802022
224,电化教育研究,2018,No.02,欢迎订阅2018年电化教育研究,DHJY201802023
225,电化教育研究,2018,No.02,翻转课堂本土化实践模式的文本分析,DHJY201802003
226,电化教育研究,2018,No.02,教育信息化的回顾与展望:本土演进研究,DHJY201802004
227,电化教育研究,2018,No.02,智慧学习空间的建设路径,DHJY201802005
228,电化教育研究,2018,No.02,在线协作平台中批判性思维话语分析研究,DHJY201802006
229,电化教育研究,2018,No.02,问题解决学习视角下基于网络学习空间的混合式学习设计,DHJY201802007
230,电化教育研究,2018,No.02,学习仪表盘个性化设计研究,DHJY201802008
231,电化教育研究,2018,No.02,大数据背景下的精准个性化学习路径挖掘研究——基于AprioriAll的群体行为分析,DHJY201802009
232,电化教育研究,2018,No.02,大数据环境下基于多维关联分析的学习资源精准推荐,DHJY201802010
233,电化教育研究,2018,No.02,本体可视化构建与进化系统的设计和架构,DHJY201802011
234,电化教育研究,2018,No.02,智能虚拟助手:一种新型学习支持系统的分析与设计,DHJY201802012
235,电化教育研究,2018,No.02,设计思维方法支持下的创客教育实践探究,DHJY201802013
236,电化教育研究,2018,No.02,基于在线同伴互评的数字故事教学应用,DHJY201802014
237,电化教育研究,2018,No.02,基于移动终端的教学对学习动机和策略的影响,DHJY201802015
238,电化教育研究,2018,No.02,国际游戏化语言学习研究现状与启示,DHJY201802016
239,电化教育研究,2018,No.02,“蜂窝视频元”在高中物理教学中的应用实践研究,DHJY201802017
240,电化教育研究,2018,No.02,中小学教师信息技术应用水平三维比较研究,DHJY201802018
241,电化教育研究,2018,No.02,大数据时代教师数据素养模型构建,DHJY201802019
242,电化教育研究,2018,No.02,江苏省立镇江民众教育馆与近代中国电化教育研究,DHJY201802020
243,电化教育研究,2018,No.02,三大报刊与延安时期的电化教育,DHJY201802021
244,电化教育研究,2018,No.01,新年寄语,DHJY201801002
245,电化教育研究,2018,No.01,《电化教育研究》投稿须知,DHJY201801001
246,电化教育研究,2018,No.01,《电化教育研究》审稿流程及说明,DHJY201801020
247,电化教育研究,2018,No.01,以信息化全面推动教育现代化:教育技术学专业的历史担当,DHJY201801003
248,电化教育研究,2018,No.01,新时代教育信息化的供给侧改革——市县级需求与问题的分析视角,DHJY201801004
249,电化教育研究,2018,No.01,智慧教室中小学生协同知识建构课堂话语分析——以小学科学课程为例,DHJY201801005
250,电化教育研究,2018,No.01,基于质性分析的MOOCs高退学率归因研究,DHJY201801006
251,电化教育研究,2018,No.01,面向问题解决的在线协作知识建构,DHJY201801007
252,电化教育研究,2018,No.01,适应性学习支持系统用户使用行为及影响因素实证研究,DHJY201801008
253,电化教育研究,2018,No.01,数字化校园到智慧校园的差距与行动——来自南京市若干学校的调研分析,DHJY201801009
254,电化教育研究,2018,No.01,分布式认知视角下个人网络学习空间中有效学习的保障路径研究,DHJY201801010
255,电化教育研究,2018,No.01,混合式学习环境下学习资源生成模式设计研究,DHJY201801011
256,电化教育研究,2018,No.01,基于深度学习的多媒体画面情感分析,DHJY201801012
257,电化教育研究,2018,No.01,STEM教育的国策分析与实践模式,DHJY201801013
258,电化教育研究,2018,No.01,智能手机融入课堂教学的应用研究,DHJY201801014
259,电化教育研究,2018,No.01,知识逻辑结构图的绘制及在复习课中的应用,DHJY201801015
260,电化教育研究,2018,No.01,师范生信息技术应用能力自评工具的开发与验证,DHJY201801016
261,电化教育研究,2018,No.01,基于知识转移的校本研修模式及效果研究,DHJY201801017
262,电化教育研究,2018,No.01,中学生多媒体浏览行为的基本特征与选择偏好——基于内容呈现路径的眼动实验证据,DHJY201801018
263,电化教育研究,2018,No.01,儿童体育活动课程中增强现实体育游戏的设计与应用,DHJY201801019
264,开放教育研究,2018,No.05,引领和现实,JFJJ201805001
265,开放教育研究,2018,No.05,创新能力的内涵、测量与培养——访美国教育传播与技术协会前主席布拉德·霍坎森教授,JFJJ201805002
266,开放教育研究,2018,No.05,如何贯彻落实《教育信息化2.0行动计划》的远大目标,JFJJ201805003
267,开放教育研究,2018,No.05,国外大学海外分校的发展及其战略管理,JFJJ201805004
268,开放教育研究,2018,No.05,以教师专业发展为核心的网络课程质量保证体系——美国Quality Matters核心竞争力及启示,JFJJ201805005
269,开放教育研究,2018,No.05,在线开放课程学分认定:形式、问题与建议,JFJJ201805006
270,开放教育研究,2018,No.05,先前学习认定的理论价值及实践向度——以美国纽约州立大学帝国州立学院为例,JFJJ201805007
271,开放教育研究,2018,No.05,设计创新性学习环境——OECD“7+3”学习环境框架及启示,JFJJ201805008
272,开放教育研究,2018,No.05,智能时代的教师工具:唤醒学习设计工具的数据智能,JFJJ201805009
273,开放教育研究,2018,No.05,隐蔽的再生产——城乡不同阶层家庭学生互联网使用偏好调查,JFJJ201805010
274,开放教育研究,2018,No.05,争论式教学支架对学生知识加工的影响——基于翻转课堂的实验研究,JFJJ201805011
275,开放教育研究,2018,No.05,学习存在感与探究社区模型关系研究,JFJJ201805012
276,开放教育研究,2018,No.05,数字时代重思学习:赋予学习科学重要使命——第13届学习科学国际大会综述,JFJJ201805013
277,开放教育研究,2018,No.05,微博与微信,JFJJ201805014
278,开放教育研究,2018,No.05,Global Lifelong Learning征稿,JFJJ201805015
279,开放教育研究,2018,No.04,足球与科研,JFJJ201804001
280,开放教育研究,2018,No.04,学习科学与科学教育的共同演进——与国际学习科学学会前主席马西娅·林教授对话,JFJJ201804002
281,开放教育研究,2018,No.04,智能教育:智慧教育的实践路径,JFJJ201804003
282,开放教育研究,2018,No.04,教师如何变革教学——OECD创新教学法“5C”框架探析,JFJJ201804004
283,开放教育研究,2018,No.04,人工智能融入学校教育的发展趋势,JFJJ201804005
284,开放教育研究,2018,No.04,国际机器人教育研究前沿与热点——基于Web of Science文献的可视化分析,JFJJ201804006
285,开放教育研究,2018,No.04,技术如何引领学习?——美国密涅瓦大学推行主动式学习策略及启示,JFJJ201804007
286,开放教育研究,2018,No.04,基于设计的研究存在的问题与关键点,JFJJ201804008
