xuhao,id,title,author,abstract,keywords,perio,juanhao,issn,read_url,pdf_url,content,original_url
11,WGJN201902004,高考改革背景下的高中生涯规划课程建设——基于国际学生发展核心素养的视角,聂洋溢,"高中生涯规划课程建设既作为政策热点,又作为现实需要,在高考改革的驱动下,显得越来越迫切。本研究以文献分析为逻辑起点,对高中生涯规划课程的研究趋势和实践情况进行初步分析和解读,同时,结合实地走访和深度访谈,了解了部分学校生涯规划课程的目标设置、内容设计、实施运作情况,从而对高中生涯规划课程建设现状有了更为深入地理解。基于此,通过对课程设计理论与生涯规划课程实践经验的反思,旨在为高中生涯规划课程建设找到明确化的设计原则、价值选择、实践策略,为高中生涯规划课程的实施找到现实化的路径。 ","高中生涯规划;
                   课程建设;
                   反思优化;",全球教育展望,2019年02期,1009-9670,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=WGJN201902004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2kjbVlGahBFcoFXU0UnNllXTtFlU3IjVUpmQyNGazRnMxU2ZZ1GZ2gHRH9kN1oGevBnMydWWEd2VaxkWyc0U1xGcvAzbZdjcntCTwlndyZHbGBHVzIFRNRVVhhkVD9kdllzQ5AnbR9kZ0YkTtN0NrUjZKJ2Vx0mZ&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=WGJN201902004
12,KSYJ201902011,浅谈语文学科思维品质培养与提升——以一道古代诗歌鉴赏试题为例,余昆仑,"新一轮高考改革以及课程改革都对学生思维品质提出更高要求。以一道古代诗歌鉴赏试题为例,通过学生答题情况,分析教学中对学生学科思维品质的培养存在的诸多问题,进而提出培养和提升学生语文学科思维品质的4条有效路径。 ","高考改革;
                   语文;
                   语文教学;
                   思维品质;
                   核心素养;",中国考试,2019年02期,1005-8427,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=KSYJ201902011&uid=,"http://kns.cnki.net/kns/download.aspx?filename=69EZrAXTxU2avI0czsibuFFMPtyL3IXZzRVZ2lldRRWQYVlV0BHR0Nker8kcxpUdwI1aRl2TGNXUzZFV2g0dDRDemVXNmlHb0VGMrlGS2JWZOZkYtNmUxwET6RHVkVnTVlVS4VEO0smS1NFUlZGMv0WbypkUxRER&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=KSYJ201902011
13,JXGJ201901011,循证实践框架下对高考改革的思考,王桢,"从历年有关高考改革的文献统计发现,关于高考改革研究,定性研究相对于定量研究占据绝对主导地位。为了将定性与定量研究相结合推动高考改革的研究,同时为了在高考改革过程中避免设计带有选择性、不系统性、政治性和非理性,平衡多方矛盾,可以尝试在高考改革的研究中引入由循证医学带来的循证实践框架:从价值观和方法论上解读将循证实践应用于高考改革的必要性;从研究者、实践者、服务对象、管理者角度介绍循证实践如何在高考改革中平衡多方矛盾;结合高考改革本身的定位,从循证平台建设和作为高等教育培养主体的高校两个方面提出循证实践运用于高考改革的建议。 ","基于证据;
                   循证实践;
                   高考;
                   高考改革;",大学教育科学,2019年01期,1672-0717,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JXGJ201901011&uid=,"http://kns.cnki.net/kns/download.aspx?filename=0FXclRnWXhkVxIjdzpWethWUSp2bxkDbXFWNt9GSodVclRlaiVWaidlazhGaC12ZzRVQ4oUcX92S450d3IkeyZnRChVdx52QLBDZ2gGNWtUQEZEU0FTaWZ2YPNUS4tSdL5mRUNWOUZUS2hWdoh0TyYmUxFVYvIGS&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JXGJ201901011
14,JXGJ201901009,高考改革社会风险评估与规避机制刍议——基于权力监督与公共政策价值分析的视角,赵俊芳 刘艳红,"现代社会有关公共事务的任何重大决策与政策都要进行必要的风险评估与分析,高考改革作为关乎公共利益与价值的重要公共决策也必然需要风险评估与风险防范。从风险的维度与高度对高考政策进行价值分析,其最基本的方面是公共政策的价值选择、合法性、有效性、可行性。具体来说,高考改革是否拥有坚实的社会基础、是否能够避免社会利益的冲突、实施过程是否具有科学性和公正性、考试与录取标准是否具有有效性以及导向是否合理四个方面是评估和规避改革风险的重要维度。为了规避风险,应该加强权力的监督与制约,促进决策科学化和民主化,形成改革联动机制;加大政策的宣传力度、积极营造有利于改革的氛围;通过政策试点和中期评估的方式形成有益的经验;做好社会调查和实验模拟预测;调动普通教师、学生和家长的积极性,共同参与改革。 ","高考改革;
                   权力制约;
                   风险规避;
                   决策机制;
                   公共价值;",大学教育科学,2019年01期,1672-0717,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JXGJ201901009&uid=,"http://kns.cnki.net/kns/download.aspx?filename=ZpmVxBlTpNncvsGSpNEWZhUduhERRpETzMEU1JGbaJTTI9mMrkTRnpESitGeVZ0cZlFe5IXYUlkUpV1VSlWS6FmRhZ1S3hzY0l0QzRHc5UleLJzNDBneBhGVZFFavdGSxcVMap3a1hEO6R2NlZzY5wWbDpGcQpVd&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JXGJ201901009
15,ZGGJ201901008,深化高考内容改革  助推素质教育发展——新高考改革中的关键问题与解决措施,任子朝 赵轩 陈昂,"新高考改革对统考科目和学业等级性考试都提出了新的任务和更高的区分要求。改革的关键问题可以归纳为学科考试的定位和作用、考查目标、命题原则、考查方式以及对中学教学的导向。解决这些问题要进一步深化高考内容改革,建构科学的高考评价体系,制定严谨规范的考试标准,创新试题设计,考查关键能力,调控试题难度,合理减轻学生的负担,助推素质教育的发展。 ","高考改革;
                   关键问题;
                   解决措施;",中国高教研究,2019年01期,1004-3667,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGGJ201901008&uid=,"http://kns.cnki.net/kns/download.aspx?filename=WhGTidUQvM1NXxmZvpmZ49EVrJTWwBzNiJUOxlmNKFXZTpGWRBzd2J1Uvd0UwdzKrAnM3cnW6N1czpHd0RnYqhmWMJWbUFHWk5mbDRUdIRkQ0JXSiV3ZGt0dZB1dLpXMwRFVLF1VTFTdsN3YHpXd5FTR4EEbzhDS&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGGJ201901008
16,DHJY201902007,大数据助力新高考改革:框架设计与实施路径,杨现民 郭利明 晋欣泉 顾佳妮,"新高考改革是一项综合性的、重大的教育改革,总体方向上强调学生的自主选择、个性培养与扬长发展。大数据时代数据已经成为驱动教育变革与创新发展的关键要素,大数据技术在推动新高考改革过程中具有至关重要的作用。文章通过分析当前我国新高考改革过程中面临的现实难点:(1)学生选科呈现盲目性;(2)学校走班教学不彻底;(3)教学评价实施争议多;(4)志愿填报复杂度偏高;(5)生涯规划教育推进难,构建了大数据支持新高考改革的实践框架,包括生涯规划、合理选科、智能排课、智慧学习、智能考评、志愿填报、跟踪评估,旨在以大数据的""六大助力""全面推进我国高考综合改革。最后,文章从大数据的视角提出了新高考改革的五大实施路径,即建设大数据综合管理服务平台,支撑新高考改革核心业务;开展中学教师数据能力专项培训,发展教师数据素养;推动教育数据分层开放,完善新高考服务模式;加快建立学习信用认证机制,确保新高考公平与公正;依托大数据管理系统追踪考生成长,关注新高考实施成效。 ","大数据;
                   新高考;
                   改革难点;
                   实践框架;
                   实施路径;",电化教育研究,2019年02期,1003-1553,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=DHJY201902007&uid=,"http://kns.cnki.net/kns/download.aspx?filename=yo3Vvl0VOF3MTNDbIhjSKJnWph0LWdlel5kYQ9SZjFHNEl2QHN3buJDWZNzcm5GdMV1b6JUUXNGVCdVUxNjdu5UQpRlUkpGVi5kRkFzZwM1LT5GSh52YsB3SwcWOrIlRzJ1QZJ3Z1R2LvpGeKZ3RhVkarIzbsJHc&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=DHJY201902007
17,ZJYX201901011,新时代创新人才培养模式应高度关注的几个问题,田慧生,"目前我国基础教育改革已进入以促进公平和提高质量为根本标志的内涵发展阶段,改革的重点日益聚焦于事关教育教学质量的关键环节,也越来越聚焦在人才培养模式、育人方式的创新上。广大中小学在日常教育教学实践中应把握改革重点,着力探索推进立德树人根本任务的落实落细,加强学校课程体系整体规划和特色建设,深化和实现从以教为主到以学为主的课堂教学改革,聚焦学科核心素养的落地转化,重视学业负担过重问题的研究与解决,以及关注考试评价的研究。 ","立德树人;
                   基础教育改革;
                   创新人才;
                   培养模式;",中国教育学刊,2019年01期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201901011&uid=,"http://kns.cnki.net/kns/download.aspx?filename=FVXVHdEdwU2Ys5GUxk2QMZUS0p0bLpWcU90NkJHa4lVQ4MVT3MWU2gHTFFjaBZlSntET49meyhkQ2lkT5JWRJlncLZFN3kzUlxkdBhETPh0KIpVa2ZFV5kTY2gmer8CTmhmYZJTald2TyhFWxUzYzdzc2M1d4hDV&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201901011
18,JYKY201901007,发展性教育督导评估助推高考改革新政落地的实践探索——以上海市浦东新区为例,刘朋,"高考改革是教育体制改革中的重点领域和关键环节。面对高考改革,上海市浦东新区教育督导部门结合高中教学工作督导,融入高考改革新政的关键性工作,研制了《浦东新区高考改革新政督导评估指标体系》,并进行了积极的督导实践。以督导促高考改革新政落实,有利于创新高中育人模式,构建区域高中教育新生态。 ","高考改革;
                   发展性教育督导评估;
                   教育督导;
                   浦东新区;",教育科学研究,2019年01期,1009-718X,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYKY201901007&uid=,"http://kns.cnki.net/kns/download.aspx?filename=HpnS4BVMiBjM6N2cHFndJdkTJJmaBB1dv8SRalkSjh2cKJTTsBVc1BDaKljeSJzLFxkS1QXcPJVVG52a0hnbnVUQYJFRktUS6lWckdDSyJHawA3TLFHOWlmQiZ3MQJkWMVVTYhFeVVTViVUa5kFUMRXdQh3Tu50c&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYKY201901007
19,ZXXG201901023,"2018,我们一起走过",默雷,"<正>2018年注定是中国教育改革发展的重要节点。这一年,我们一起回顾改革开放40年中国教育走过的不平凡历程,一起迎来全国教育大会的召开,走进教育的新时代。在中国教育疾速走向现代化的过程中,我们可以看到地域之间、城乡之间的教育落差,可以看到先进的教育技术与精微的教育精神之间的磨合,可以看到国家意志、人民意愿和市场化运作之间的积极互动。回望2018中国教育,有这样几个主题始终受到全社会的关注,牵动着亿万国人的心。一是如何让所有孩子沐浴教育公平的阳光?维护教育公平首先体现在对弱势群体的关爱,对教 ",,中小学管理,2019年01期,1002-2384,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZXXG201901023&uid=,"http://kns.cnki.net/kns/download.aspx?filename=5B3c2c1SLhVOrU3ZPFHTyl2TipleNlDcjhXd3REU0wGUHR3Z4IGVpFFVuZ1LOlnejxmQBZEcLlUU1hGRMNmZPRnYxcmRVp0dCRXN4pFb5EEcUlFds5kR3ZjYXFWQaVHcwtCUMFzcqd3KsRlSZlGW0VVSuRmcBZDb&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZXXG201901023
20,KJJF201901022,基础教育研究2018年度发展报告——2018年《中小学教育》论文转载情况统计与分析,廖鲜梅,"通过对2018年度人大复印报刊资料《中小学教育》转载论文的统计分析可以看出,文章来源较为广泛,在被全文转载的文章中,其源报刊所占篇目较多的依次为《课程·教材·教法》《中国教育学刊》《教育科学研究》。从第一作者所属单位性质来看,高校仍然处于绝对主体地位。基础教育研究的热点主要集中在以下五方面:新高考改革政策的反思、批评与经验总结,探讨考试科目、次数与赋分方式等争议较大的问题;核心素养的理论研究进展、转化与落实、学科核心素养等方面;教师队伍建设的困境与挑战等;改革开放40年课程与教材研究的主要成就与问题;学生学业负担的现状与问题。 ","基础教育研究;
                   人大复印报刊资料《中小学教育》;
                   论文转载;",课程.教材.教法,2019年01期,1000-0186,,"http://kns.cnki.net/kns/download.aspx?filename=TbQl3YNpkV0p0YRFUcCd1MPdHSDFmVTJnWNp1ZaVWW2pXN3sCOuRlctlTMGFTYwomSNBlZNV1UNJHe=0zaLJjWQRDaShXYklUM242YWBXZPxkQ1ATTX1UOrgTbz0GMZR1ZGFGRzB1KHZlUPB3dDBFWCxkNKF&tablename=CJFDTEMP&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=KJJF201901022
21,KSYJ201901001,新时代的高考定位与内容改革实施路径,于涵,"按照2018年全国教育大会""完善评价机制,深化教育改革""的要求,高考定位需要转变:不仅是强调区分的选拔性考试,还是素质教育中的关键环节。新时代的高考以立德树人为根本任务,以公平科学评价人才为主要使命,积极引导和促进教与学,与之共同实现德才兼备、全面发展的育人成才目标,并助力学生学业减负增效及教育教学提质达标。""一核四层四翼""高考评价体系的构建与实施,将使高考真正成为德智体美劳全面发展的教育体系的有机组成部分,发挥教育指挥棒和改革龙头的正向作用。 ","素质教育;
                   高考改革;
                   高考评价体系;",中国考试,2019年01期,1005-8427,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=KSYJ201901001&uid=,"http://kns.cnki.net/kns/download.aspx?filename=nhGNQZTQ0QnYht2VxAHSF9CV0wGNLtycMl3Q4hGTERXWycnSxkHRvEkTRh2azAHTrFXVkd3aGx0Qxd2aBJkdBV3b0cXOPVTQRhEUvgjNKhGeQJ1QBFnVFxkVs1Wb512bq5WYIpWTolFZvVWMERTYnR1VulVRCRVQ&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=KSYJ201901001
