xuhao,id,title,author,abstract,keywords,perio,juanhao,issn,read_url,pdf_url,content,original_url
11,ZJYX201902010,乡村教师职称改革的政策创新与实践检视,王红 邬志辉,"职称改革是乡村教师队伍建设的重要保障之一。基于文本分析与抽样调查研究发现,在《乡村教师支持计划(2015—2020年)》引领下,地方政府通过创新职称分配机制、增加职称评聘机会,创新职称评价机制、关注乡村教师教学实绩贡献,创新职称约束机制、鼓励城镇教师到乡村任教,推进了乡村教师职称评聘制度改革。但实践中相关部门间的博弈增加了职称改革落地的难度,名额配给制与学校规模的矛盾限制了高级职称比例,职称评定的条件和程序尚需优化,对村小、教学点教师及乡村青年教师群体关注度不足。建议完善相关部门间的配合约束机制,实施城乡教师高级职称分配调控计划,简化乡村教师职称评审程序,将政策倾斜点转向村小、教学点教师及乡村青年教师群体。 ","乡村教师;
                   职称改革;
                   政策创新;
                   职称问题;",中国教育学刊,2019年02期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201902010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=VpFamJ3Zt5UQ1R1MhFDUsRzQvNmW6hDMIlnbhd2MxBVdvMDWvk2MZRFb3Q2MiFzbNVURpZEZzVnVWtEa3BFN5I2YEl1V09mMGlFRoVWQIN0dyAnSzYGMqpXWrhnbUlWUjNFNStSdz1UaHtUTzoVcaRmMvEWTrJFa&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201902010
12,ZJYX201902023,“银龄讲学计划”实施需以“实”为“是”,蹇世琼 冉隆锋,"<正>2018年7月4日,根据《中共中央国务院关于全面深化新时代教师队伍建设改革的意见》有关精神,教育部、财政部发布《银龄讲学计划实施方案》以充分利用退休教师优势资源,调动他们继续投身教育的积极性,提高农村教育质量。""银龄讲学计划""(以下简称""计划"")在具体实施中需基于对各种事实的科学把握,以保证实施质效。 ",,中国教育学刊,2019年02期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201902023&uid=,"http://kns.cnki.net/kns/download.aspx?filename=iV1MqdVWj9kTmVVWZZGRRZXetxkMtx2ZiJ0SutCOSBTRDlWZjlTc0MlcR9mazl2RM9ET4FFeyJUd21mTtZzbhZFTWlHUEJ0NL10QudnZjhldWBTUjtUO05WW08CdrdGTVZlaRxUZQh3K480cHFEUNJ2bL9CMk92N&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201902023
13,SHGJ201902015,“县(区)管校聘”可以在高中学校施行吗——基于一所试点高中学校的案例分析,邵光华 张妍 庄开刚,"""县(区)管校聘""制度是针对义务教育段学校制订的模式,对教师激励效果较为明显。高中学校教师队伍建设事实上也需要""县(区)管校聘""机制的刺激和促进。通过对一所""县(区)管校聘""试点高中学校的案例分析,本文展示了试点高中学校实施""县(区)管校聘""的基本做法,其良好的效果表明""县管校聘""制度在高中学校也是可行的。 ","县(区)管校聘;
                   教育均衡;
                   高中;
                   教师队伍建设;",教育发展研究,2019年02期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201902015&uid=,"http://kns.cnki.net/kns/download.aspx?filename=DTCR3a38Ua5VHcrFjMvh0KqFjcsZTaixEaGFGMrNEdUBlZGBnd3FFUDNmcOdmdplmRj5EcPtkVNJ1a=0zdNdWbJBjbj1UUvQEeEdzdTx2c2E1LENTO14GVwBXSwQ3c04UYvt2U6V2RQFESyNHbGVTcxJlenZ&tablename=CJFDTEMP&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201902015
14,SHGJ201902019,新媒体时代高校师资力量发展研究——评《高校师资管理新探(第15辑)》,尹贤哲,"<正>新媒体时代我国高校对教师综合素质的要求越来越高,但目前我国高校师资队伍素质建设还存在一定问题。由李晓红撰写的《高校师资管理新探(第15辑)》一书,对新媒体时代高校师资力量发展研究具有重要的参考意义。作者通过海外高层次人才保障现状调查问卷分析,探究了高校人才引进和青年教师培养途径,以及提高高校师资水平人才引进工作效率和管理水平等。本书辑录了五十多篇高水准师资管理研究论文,分别从 ",,教育发展研究,2019年02期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201902019&uid=,"http://kns.cnki.net/kns/download.aspx?filename=UOBl3Uxc2QmpVNVpnQB1URFlzYPJ3Z3QXQqV3LLxEUldzL2dDcBh2NyRzLyQmZ2VkR0QUWNZ2Ywl1S=0TQCVzShRHOHRHT4UzL1EnbyNVR1U0QUBDaXpGb3JlNY9mSud3aFtEbvUWNyR3bllVQpRVUHdkNmV&tablename=CJFDTEMP&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201902019
15,BJSF201901004,中小学师德修养培训课程指导标准的研制,黄四林 周增为 王文静 刘霞 林崇德,"为深化中小学教师队伍建设和培训改革,整体提高新时代教师的师德师风水平,研制《中小学师德修养培训课程指导标准》是当前一项紧迫且重要的任务。基于理论分析、政策梳理、国际比较和社会调查的研究成果,我们提出了师德修养培训课程指导标准的框架。该框架以""有理想信念、有道德情操、有扎实学识、有仁爱之心""的""四有""好老师为培训目标,具体涵盖了12个二级指标和31个研修主题。依据上述培训目标,围绕每个研修主题,我们构建了三个层级的师德培训课程内容,并从统筹规划、优化方法、完善评价机制三个方面对师德修养培训的开展实施提出了具体建议。 ","中小学教师;
                   师德;
                   师德修养;
                   课程指导标准;",北京师范大学学报(社会科学版),2019年01期,1002-0209,,"http://kns.cnki.net/kns/download.aspx?filename=6VUVFV0N39SczFGc1JkQjFUSmBnYKVkUTFWQBNVb5lnRYR0Q392KB1URopHT0MDd4MDMIlEWqBHR6REawIkW2kVZKVnN2RjWZVUUXNWMWF0KzZ3ZyBTUzdlRDBDT4cjYrBnbxF0Q1VzNFZmcrcjSa9Sb5lWb5MVO&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=BJSF201901004
16,SIXI201901022,高校教师思想政治工作的时代转向和路径优化,李琦,"随着中国特色社会主义进入新时代,我国教育事业发展的战略重心从物力资本转向人力资本,教师队伍建设从科学素养和政治素质并重转向思想政治工作优先,教师价值追求从一元主导转向多元并存。当前,高校教师思想政治工作还存在工作体系碎片化、教育方式老旧化、实践体验浅表化等现实的困境。面对新形势,高校应遵循高等教育事业发展规律、教书育人规律和教师发展规律进行路径优化,完善工作体系,创新教育方式,加强实践体验,提升教师思想政治工作的针对性和实效性。 ","高校;
                   教师;
                   思想政治工作;",思想教育研究,2019年01期,1002-5707,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SIXI201901022&uid=,"http://kns.cnki.net/kns/download.aspx?filename=P9Ea1N0S5dDNvtGeuVDbhNVbwk0dix2YrNlQxVEb0ZVTrYXTkZ1MxgTMvFnUywmUMJWd1Q1cpVXVnZ2TmBjTPtyMJpHVsdjZ5kHcRVUbqhzZHRGO2kXUn90MmdGWmh0dkNWaOFUYHpmZYJGeWV2ZTdFMQtyS11WW&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SIXI201901022
17,GXSJ201901007,《导刊》贵在着力于“导”,邵维正,"岁月荏苒,时光如梭,转眼《思想理论教育导刊》(以下简称《导刊》)已走过20年的历程。20年来,《导刊》始终坚持正确的理论导向,坚守马克思主义理论阵地,努力回答时代之问、人民之问,积极回应大学生思想政治教育中的热点、难点、疑点问题,发表了大批有广泛影响的精品力作,得到了高校和社会科学界专家,以及一线思想政治理论课教师和学生的普遍认可和高度关注。同时《导刊》这块阵地也为培育高校新一代马克思主义理论骨干做出了积极贡献。这些成绩的取得,离不开专家学者长期以来对《导刊》的精心指导和鼎力支持,在《导刊》创办20周年之际,他们也用不同的形式表达了对《导刊》的祝愿和期许,让我们一起听听他们的心声。 ","思想理论教育导刊;
                   20周年;
                   新时代;
                   思想政治教育;",思想理论教育导刊,2019年01期,1009-2528,,"http://kns.cnki.net/kns/download.aspx?filename=UV0dTh1RpREWTtGZwd2QzJjV0d0KhVHSyklMllTah1mNX10aTJnMVhUdBJDV0hlayIWcaJ0YnBlaT12bLN0YFBTd3EEN2h3QZZkaCFneCpmTzYmdt1mSOZ0cxJUVuRlbWJlUM5Ud5Q2d4gzdZlmUVFGaoFXTxQnU&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GXSJ201901007
18,BTSF201901004,我国中小学体育教师专业素质能力之惑与解决之策:对全面深化新时代教师队伍建设改革的建言(3),朱斌 毛振明,"《中共中央国务院关于全面深化新时代教师队伍建设改革的意见》(以下简称《意见》)中提出了""全面提高中小学教师质量,建设一支高素质专业化的教师队伍""的要求。基于此,就中小学体育教师的专业素质能力提升进行探讨。首先,对中小学体育教师专业素质能力的认识与存在的误区进行分析。其次,辨析中小学体育教师专业素质能力的内涵和外延。最后,在梳理《意见》中提升教师专业素质能力施策的基础上,提出中小学体育教师专业素质能力提升的策略。 ","新时代;
                   教师队伍;
                   中小学体育教师;
                   专业素质能力;
                   核心专业素质能力;
                   外延专业素质能力;
                   运动技术传授能力;
                   锻炼学生身体能力;
                   体育品行教化能力;
                   提升;",首都体育学院学报,2019年01期,1009-783X,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=BTSF201901004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=rt0Q59kaBtkNwMkZItGdNJFTWtybphmbCNnb38yKzNlWDN1Z6Z3QxdDNsVWdQJGUuVzRrYVYkdEW6hGSCR1dlZXarsCb0s0ZCV1VN10YsNDTvkkdad0MCVlc1llT2tyVFpWRvs2bEhnYpJmZSFnaZlHTW9WdPN2b&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=BTSF201901004
19,JYYJ201901016,教师队伍建设的新动能——北京市教师走网带来的启示,李奕 赵兴龙,"教师队伍建设的新动能是指在新时代背景下精准激活教师队伍建设的第一质量,对教师队伍同新发展理念相匹配的素质能力做出反思、再塑和期望的一种综合能量。教师走网将目标导向和问题导向有机结合,实现""育人水平提升""和""满意度巩固""的多维融合,对于新时代教师队伍建设的新动能培育而言是较为合适的选择。新型获得观构建了一种不同于传统配置观的认知和理解维度,主要体现在""重在育人""、""稳定预期""、""衍生需求""、""同等评价""等方面,是教师走网培育形成新动能并持续发展的理论和实践依据。在新的形势下,教师走网对教师队伍建设的预期、需求和激励等方面具有重要的启示意义。 ","教师队伍建设;
                   新动能;
                   新型获得观;
                   教师走网;",教育研究,2019年01期,1002-5731,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYYJ201901016&uid=,"http://kns.cnki.net/kns/download.aspx?filename=ZlmamNERzYVbxM3Sl9iZRpkZJJEb65mbQ1kWJV2YiRkbtlWdrsCbvhTduZTUyd3TiBjbTJlbEZmYCRncYdkNGZTaaZ1MzYlMpF1UlhFMURza2ADemt0M6FlQuRzYndjNL92cQpUe6BXRpVnQkpUN0AXbBZncH9mW&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYYJ201901016
20,NTSX201901018,美国一流大学的教师队伍建设,张莉莉,"进入新世纪以来,我国高等教育经历了一个由快速发展到平稳发展的过程,但教师队伍整体素质有待进一步提高。随着《国家中长期教育改革和发展规划纲要》的颁布实施,全面提高高等教育质量和建设高素质教师队伍已经被摆在十分重要的位置。美国拥有一大批世界一流大学,积累了丰富的教师队伍建设经验。美国一流大学的教师队伍建设主要采取以下措施:执行严格的教师准入机制,从源头上保证教师的质量;制定专业的教师培训体系,促进教师专业的可持续发展;平衡教学与科研发展路径,注重内部运作机制的科学设计;建立健全的教师评价制度,激发工作热情和提升工作绩效。深入剖析美国一流大学教师队伍建设的举措,对于全面提高我国高等教育质量和建设高素质教师队伍具有重要借鉴意义。 ","大学教师;
                   队伍建设;
                   美国;
                   一流大学;",南通大学学报(社会科学版),2019年01期,1673-2359,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=NTSX201901018&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2R2ax5WM5x2L0FFT4llanJlM1NlVzM3T6FGeRxWUwRDZ6VmRWN0KklXWGN2RUtUamZnUrNHUiNlVHxmVIJEckB1N212SSlzc3omNpV3awRHaQBHdZZ2T1RTe2lDVOtmTxV0YHhzRt9CU1JzdLFkQysCVWhDZUJ2K&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=NTSX201901018
