xuhao,id,title,author,abstract,keywords,perio,juanhao,issn,read_url,pdf_url,content,original_url
11,ZGDJ201824011,高校思政课专题教学设计问题导向的实现路径,陈红 米丽艳,"<正>坚持问题导向,能够突破学科壁垒,能够转""知""成""智""。坚持问题导向,就要做到问题与专题教学设计诸要素的整体协同。在各专题教学内容具体问题设置上,应集焦点、难点、重点和亮点于一身。习近平总书记在2018年全国教育大会上的讲话中指出,我们的教育必须把培养社会主义建设 ",,中国高等教育,2018年24期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ201824011&uid=,"http://kns.cnki.net/kns/download.aspx?filename=NlVU4VDWyADU2hTTVV2drxGeKFGTvx0KjNFZ0AFM0ZkRwZzUip1a6VVcuVGdvRXYzUmMB9EdMhXVCdGRsV2cERmbLZjWwNETy0EO5MjZ2k0NWRmTSJnUKJ3L4I1c2Y2LKxEOKF0dCVUQ1pEbRhEV5VmULlWUZljR&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ201824011
12,ZGDJ201823004,供给侧视角下高校思政课质量提升的“四个结合”,王治东 刘淑慧,"<正>马克思主义学科建设关键在于聚焦研究方向,提升研究水平和能力,用理论解决现实问题。课堂是把静态的知识体系变成鲜活思考的阵地。利用网络平台与思政课第一课堂相互支撑形成立体式教学模式。高校思想政治理论课质量提升是系统工程,其关键在于供给侧,供给方面做足了功课,思政课效果提升就具备了扎实的基础。高校思政课供给侧包括教育理念、学科体系、教材体系、师资队伍、平台手段、思路教法等。在诸多要素中,有8个要素4种关系具有基础性:一是教学与研究相结合(教师与学科的关系);二是课堂与教材相结合(教师与教材的关系);三 ",,中国高等教育,2018年23期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ201823004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=BxmbjtkVE9SNWRDNwFzdOFzYwpEcihDa4J2M1BzR0VEVVZXMThTao9GU18UMjVDdZhHVwF2cJ9WSwJ2V4JDd1lVcaZHSRNWRuRUVzkmVMpWdndHVV5WOPJ0QNRlbYRzY2kVeVJXaMNjTKpEMjZmdVRHcElHd2RDR&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ201823004
13,ZGDJ201823008,加强师资队伍建设  推动高校思政课课堂教学革命,蔡瑶 徐玉生,"<正>教学改革只有经过教师的能动性实践才能转化为现实的教育成果。调动教师主体能动性,实现""学生中心""的课堂生态变革。以科研的""一潭水"",盛满教学的""一桶水"",转化为课堂的""一滴水""。2018年10月教育部印发了《关于加快建设高水平本科教育全面提高人才培养能力的意见》,强调""推动课堂教学革命""。高校思政课课堂教学革命的实质是落实""在改进中加强""的总体要求,深化课堂教学改革,通过改进教学方法和创新教学模式,实现以学生为中心的发展,达到优化课堂生 ",,中国高等教育,2018年23期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ201823008&uid=,"http://kns.cnki.net/kns/download.aspx?filename=tdETwkUQ5FkRr0kb3cjW1gHeaZmVYV1KKJldulzdJZ2Q4NleRBTYxF0S4UDenNDS2dzL0w0app3dKxUYvVTTNJkZnBDMKZ2bIdDS1ZzLRdVS2hlVxlDMvYDZZllYhtiUaJVSapEby8EWoBTNJVEc0Q0T4hUNXpHR&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ201823008
14,JYLL201833014,高校思政课参与式教学的探索——以“思想道德修养与法律基础”课程为例,张媛媛 崔亚珍,"参与式教学是教育部倡导的提升高校思政课实效性的重要教学方法。参与式教学与应用型本科教育建设目标相契合,符合课程目标和当代大学生思想行为的特点。参与式教学在""基础课""中的实现形式有情景演示、话题讨论、实践成果展示、角色互换等。实施参与式教学,充分准备是基础,教师观念转变是重点,""人本主义""理念应贯穿整个教学过程。 ","高校思政课;
                   参与式教学;
                   基础课;
                   以人为本;",教育理论与实践,2018年33期,1004-633X,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYLL201833014&uid=,"http://kns.cnki.net/kns/download.aspx?filename=nF2Y5UUeNZldxoUV0QEWZpHa0EURHdXS4h2NxAnMBhVTrZUVBNFcvhVNlxEMp1WOrVmZFdHaHNHS3h1ahBnR5RTWMFkWWR1bzdHTzhHcidDeCRWWjp2TuRjVkBnNilkRVJWWJtmZHlWQ2xmM0UlbGp1MxUHehljM&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYLL201833014
15,YBDS201806015,新时代高校思政课课堂教学拓展探析,封莎,"新时代背景下,大学生只有全面深刻地了解我国发展的新目标、社会存在的新矛盾、理论取得的新成果,才能树立远大理想、坚定科学信仰,才能将个人发展与社会发展紧密相连,与祖国同呼吸共命运。思政课课堂作为提高大学生思想政治素质的主渠道和主要阵地必须进行时代化审视。通过对现存的课程认知偏差、教学内容滞后、教学方法陈旧以及教学载体过于单一等困境进行深入思考,继而转变教学观念,提高对思政课教学的整体性认知,对课堂进行教学内容的即时性拓展、教学方法的灵动性拓展以及教学载体的丰富化拓展,以此来改善课堂教学的抬头率低、出勤率低、参与率低等问题,可以切实从根源上提高思政课的吸引力、亲和力和感染力,使学生变被动学习为主动汲取,进而为中国特色社会主义新时代建设提供人才支持。 ","新时代;
                   高校思政课;
                   课堂教学;
                   拓展;",延边大学学报(社会科学版),2018年06期,1009-3311,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=YBDS201806015&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2oEemNGVYVXY400KYx2Z5ZDZ4VmRxN2brdGbI9GdwcUbFVnQkpEaNxGeiVUeiVVV1dGdaN1UCRmU0NXciZjUy9iRT9GeuZFMvZTOphnZ4g1MVdzUp1GNrhWT6FnRkJmW0EUU6hHdFVXZFZ0QWFWbNdDbvwWdYt2V&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=YBDS201806015
16,ZGDJ201822013,全要素驱动的高校思政课研讨式实践教学改革与探索,龙迎伟 王利华,"<正>有力推动高校思政课实践教学必须解决五个核心问题。实施全要素驱动的高校思政课研讨式实践教学模式。创新高校思政课实践教学要充分调动各方面积极性。如何增强高校思政课的实效和不断提高大学生对思政课的获得感一直是人们普遍关心的理论问题和现实难题,高校思政课实践教学的提出本身也是为了解决这个难题。为此,教育部颁发的《新时代高校思想政治理论课教学工作基本要求》明确要求,从本科思政课现 ",,中国高等教育,2018年22期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ201822013&uid=,"http://kns.cnki.net/kns/download.aspx?filename=tVmQ4UUQLBFS2QHcJJXZ4gVeJdkSrREUDJGOlh0NzMUd4UUOEF3QXVVe55mZ4llbDh2UO1mUFVlTh12SrFGMNhlerFUTUpkQERnW4gjNT9WM45mVyZEVTVUTHVkRRl1b3h3VuVmSVdnbGdkdHtkdv0mb0czaycDc&tablename=CJFDLAST2019&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ201822013
17,ZJYX201811048,中外大学生思想政治课实践教学对比探析——评《大学生思政课实践教学探索》,刘芳芳,"<正>进入21世纪以来,国内外形势都发生了相当深刻而复杂的变化,这给中国特色社会主义建设事业带来新的机遇和挑战。当下,经济全球化、政治多元化、交流网络化、价值取向同样出现了多元化的现象,中西方文化交流、碰撞日益强化,大学生的思想观念越来越容易受到各类信息的影响,虽然大学生思想政治教育工作在这一时期有诸多有利因素,但同样面临更为严峻的挑战,对高校大学生思想政治教育工作提出更高的要求。董方侠、金树、潘亿生著作的《大学生思政课实践教学探索》一书 ",,中国教育学刊,2018年11期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201811048&uid=,"http://kns.cnki.net/kns/download.aspx?filename=yk1U3lHdQlzRs1mTIl3Nw9SO2VEVLt0ZyADS5xUV3pGcLJVaZJnS5QTVrNDVPhnTM9yaYpleapndVlFSxQVNThDT6hmcjdFbyFzQ6RFS0MTO0pXNKVFOW12KQh1YFtid14md1UnWyE3LxAjYxETWT5EZXZzdSNmM&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201811048
18,XXDJ201821020,高校“名师示范课堂”的建设与启示,周淑芳,"高校思政课骨干教师""名师示范课堂""建设的根本宗旨是培养社会主义建设者和接班人。""名师示范课堂""建设包括领会精神、集体备课、修订讲授方案、精心设计教案和课后查找不足五个阶段;要注意处理好教学方法与教学内容、调动学生学习主动性与发挥教师的主体作用、发挥教师的能动作用与用好中央马工程统编教材、学生听课抬头率与低头率四个方面的关系;高素质的教师是搞好""名师示范课堂""建设的关键。 ","高校;
                   “名师示范课堂”;
                   建设;
                   启示;",学校党建与思想教育,2018年21期,1007-5968,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XXDJ201821020&uid=,"http://kns.cnki.net/kns/download.aspx?filename=BJXTi5keMdEUlh1SykGezo1SyoFRVdEVmd3cnVmY292VaZ0VzhnUGlFUqhTeTdkZyFjY6JkY51GahF1aElTapdjTWlFUOF2ZPtSdVticxkGVLJFZwRVMyMWcBlnS4sWUqp3MalWWxVHNhJlMJVjShVkYzRkVyBXY&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XXDJ201821020
19,XSLT201804023,高校思政课教师与辅导员协同育人的功能定位及实施对策,胡绪明,"高校思政课教师与辅导员两支队伍协同育人是高校实施全员、全方位、全过程育人的重要组成部分。掣肘高校思政课教师与辅导员两支队伍协同育人的障碍性因素在于:思想政治工作的学科化发展催生了两支队伍的结构性分化,辅导员队伍建设的专业化、职业化方向造成了两支队伍的功能性脱域,思想政治工作机制的二元化造成了两支队伍的协同性缺失。高校思政课教师与辅导员两支队伍协同育人的功能定位体现在:基于思政课教师与辅导员职能边界基础上的优势互补是实现协同育人的前提基础,基于思政课教师与辅导员合作共享基础上的协同联动是实现协同育人的动力源泉,基于思政课教师与辅导员服务学生成长成才需求基础上的德育共同体是实现协同育人的内在本质。实现高校思政课教师和辅导员两支队伍的优势互补作用,形成协同联动的共振效应,制度建设是前提,平台建设是载体,队伍建设是抓手。 ","思想政治教育;
                   协同育人;
                   “三全”育人;
                   高校思政课教师;
                   辅导员;",学术论坛,2018年04期,1004-4434,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XSLT201804023&uid=,"http://kns.cnki.net/kns/download.aspx?filename=DJDVHNXSyZXOHxGOaJDcRNmUzIVasJ2SWdFdHNVdOxGWHp2V0dHWq9UZ3IWeO5ka2c3NYhHVWdXSyZHSEV3KUp3MV5GStlnSNRlbxVDOiFTYZxUcjBjNYpFbUxEVzg2QRhnMOR3NXRnQVhjNvknaPNGZo9ydMB3R&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XSLT201804023
20,JYLL201830003,高校思想政治教育“双平台协同创新体系”的创建与实施,杨影 黄佳,"高校思想政治教育""双平台协同创新体系""是通过多元化整合、合理化配置、高效率利用各类实践教学资源,以大学生马克思主义信仰教育为中心,以""青年马克思主义者培养工程""(简称""青马工程"")和高校思政课为平台,实现以信仰教育为统领的双平台联动体系。""双平台协同创新体系""能够实现思政课实践教学育人一体化目标,推动高校思政课实践教学实现可持续发展,切实、有效、全面地提高大学生的马克思主义理论素养。 ","高校思想政治教育;
                   思想政治课;
                   “青马工程”;
                   “双平台协同创新体系”;",教育理论与实践,2018年30期,1004-633X,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYLL201830003&uid=,"http://kns.cnki.net/kns/download.aspx?filename=ThlbWpWetRTSvVWUuRnMud0ZpB3ZW5WYSRUT61WOoRkeE5Ec2VTcwFEMwUzT000dUVDUy42SUp1TWNEawEnSrJ0do1USyolbzwUaFlUVNh2RjZnbtplUrsWazNFeElGZ3g1YrY2M0NzYB9UZZl2MEJja6FTMnpmZ&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYLL201830003
21,XXDJ201820033,高校思政课爱国主义教育实效性探究,郑小东 文媛媛,"爱国主义教育即树立热爱祖国并为之献身的思想教育,是新时代高校思想政治教育的重要组成部分。党和国家历来高度重视高校思想政治工作和爱国主义教育,进入新时代,党中央对高校爱国主义教育提出了新的要求。因此,高校爱国主义教育亟须从丰富教学内容、创新教育载体、强化教育效果等方面进行大胆创新和改革,以增强其实效性。 ","新时代;
                   爱国主义教育;
                   实效性;",学校党建与思想教育,2018年20期,1007-5968,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XXDJ201820033&uid=,"http://kns.cnki.net/kns/download.aspx?filename=UFETnZ2Vy12UjN0SatGOKtGWvlEMhlUdztWZ3kDc5V1NVpHMldlU4NXSxlnSpp2L1gWTCVkQtNFbUJWWCxGcmVkbENUbyl0QZlEarp3byFWOvdWeE90Mzole0s0YklVSs9EZhJ2arhUSQVTNIFmSTNHUIxGSm12V&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XXDJ201820033
22,YJSX201805023,媒体融合环境下发挥思政课舆论引导作用的路径分析,操菊华 康存辉,"发挥思政课的舆论引导作用,既是对学生进行思想引领的重要依托,更是立德树人的内在要求。当前,思政课在舆论引导中存在主动性不强、说服力不足以及新媒体作用发挥不充分等问题。在媒体融合背景下,思政课须进一步增强舆论引导的紧迫性,积极做出应对:坚持""举旗引导"",强化舆论工作的导向性;促进文化认同,增强舆论引导的自信力;确立""互联网+""思维,强化舆论引导的融合性;运用大数据方法,增强舆论引导的主动性;引入分众化、差异化理论,提高舆论引导的精准度。 ","媒体融合;
                   思政课;
                   舆论引导;
                   文化自信;",思想政治教育研究,2018年05期,1672-9749,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=YJSX201805023&uid=,"http://kns.cnki.net/kns/download.aspx?filename=0AXZ3BHWxZzYT9iMiRHNz4EVLREcK1GM3JHTM5GMaJ0ZvlVMKB1SypWWr8mcmhkM1YGRwBHdOxmU2VkYrsCaZp2MHZndrdTWKh2alJzLwBDd5hUcGN0c21WZGhWZ1pmarpmRDdmMuFDcId1QrNWdPFXbmlTdVF3b&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=YJSX201805023
